sku,use_type,use_duration
22BEBE153,Gafas,
22BEBE154,Gafas,
22BEBE155,Gafas,
22BEBE156,Gafas,
41CVBF104-LP,Astigmatismo,Mensual
41CVBF104-LP,Astigmatismo,Mensual
41CVBF105-LP,Miopía e Hipermetropía,Mensual
41CVBF105-LP,Miopía e Hipermetropía,Mensual
41CVBF110-LP,Presbicia,Mensual
41CVBF110-LP,Presbicia,Mensual
41CVCL101-LP,Miopía e Hipermetropía,Diario
41CVCL101-LP,Miopía e Hipermetropía,Diario
41CVCL102-LP,Astigmatismo,Diario
41CVCL102-LP,Astigmatismo,Diario
41CVCL103-LP,Presbicia,Diario
41CVCL103-LP,Presbicia,Diario
41CVBF103-LP,Miopía e Hipermetropía,Mensual
41CVBF103-LP,Miopía e Hipermetropía,Mensual
43ALAO101,Solución,
43ALAO101,Solución,
2ABEBE101,Otros,
2ABEBE102,Otros,
458202303-P,Óculos,Solar
2ABEBE103,Otros,
2ABEBE104,Otros,
2ABEBE105,Otros,
54AYAY114,Gafas,
54AYAY115,Gafas,
54AYAY116,Gafas,
54AYAY117,Gafas,
54AYAY118,Gafas,
54AYAY119,Gafas,
54AYAY120,Gafas,
54AYAY121,Gafas,
458402303-P,Óculos,Solar
54AYAY122,Gafas,
54AYAY123,Gafas,
230000106-P,Óculos,Solar
54CICI103,Gafas,
55AYAY108,Gafas,
55AYAY109,Gafas,
55AYAY110,Gafas,
55AYAY111,Gafas,
55AYAY112,Gafas,
55AYAY113,Gafas,
55AYAY114,Gafas,
454048701-P,Óculos,Solar
55AYAY115,Gafas,
55AYAY116,Gafas,
55AYAY117,Gafas,
55AYAY118,Gafas,
55AYAY119,Gafas,
55AYAY120,Gafas,
49977005,Óculos,Receituário
55AYAY121,Gafas,
55AYAY122,Gafas,
460401402-P,Óculos,Solar
55AYAY123,Gafas,
55CICI101,Gafas,
55CICI102,Gafas,
55CICI103,Gafas,
55CICI104,Gafas,
55CICI105,Gafas,
55CICI106,Gafas,
55CICI107,Gafas,
461049106-P,Óculos,Solar
461029901-P,Óculos,Solar
55CICI108,Gafas,
55CICI109,Gafas,
55CICI110,Gafas,
55CICI111,Gafas,
55CICI112,Gafas,
55CICI113,Gafas,
55CICI114,Gafas,
55CICI115,Gafas,
55CICI116,Gafas,
52AYAY108,Gafas,
42MOFI101,Gafas,
45MOFI101,Gafas,
52AYAY109,Gafas,
52AYAY110,Gafas,
52AYAY111,Gafas,
52AYAY112,Gafas,
52AYAY113,Gafas,
52AYAY114,Gafas,
52AYAY115,Gafas,
52AYAY116,Gafas,
50ALAO101,Otros,
52AYAY117,Gafas,
52AYAY118,Gafas,
52AYAY119,Gafas,
52AYAY120,Gafas,
52AYAY121,Gafas,
52AYAY122,Gafas,
52AYAY123,Gafas,
52CICI101,Gafas,
52CICI102,Gafas,
52CICI103,Gafas,
52CICI104,Gafas,
52CICI105,Gafas,
52CICI106,Gafas,
52CICI107,Gafas,
52CICI108,Gafas,
52CICI109,Gafas,
52CICI110,Gafas,
52CICI111,Gafas,
52CICI112,Gafas,
52CICI113,Gafas,
52CICI114,Gafas,
52CICI115,Gafas,
52CICI116,Gafas,
53DQVC102,Solución,
3507136N5513P,,
42MOCL224,Gafas,
45MOCL224,Gafas,
42MODG149,Gafas,
45MODG149,Gafas,
42MODG150,Gafas,
45MODG150,Gafas,
42MODG151,Gafas,
45MODG151,Gafas,
42MODG152,Gafas,
45MODG152,Gafas,
42MODG153,Gafas,
45MODG153,Gafas,
42MODG154,Gafas,
45MODG154,Gafas,
42MODG155,Gafas,
45MODG155,Gafas,
42MODG156,Gafas,
45MODG156,Gafas,
42MODG157,Gafas,
45MODG157,Gafas,
42MODG158,Gafas,
3492004623N,,
45MODG158,Gafas,
42MODG159,Gafas,
45MODG159,Gafas,
42MODG160,Gafas,
45MODG160,Gafas,
42MODG161,Gafas,
45MODG161,Gafas,
42MODG162,Gafas,
45MODG162,Gafas,
42MODG163,Gafas,
45MODG163,Gafas,
42MODG164,Gafas,
45MODG164,Gafas,
461149201-P,Óculos,Solar
42MODG165,Gafas,
45MODG165,Gafas,
42MODG166,Gafas,
45MODG166,Gafas,
42MODG167,Gafas,
45MODG167,Gafas,
42MODG168,Gafas,
45MODG168,Gafas,
42MODG169,Gafas,
450300618-P,Óculos,Receituário
45MODG169,Gafas,
42MODG170,Gafas,
45MODG170,Gafas,
42MODG171,Gafas,
45MODG171,Gafas,
42MODG172,Gafas,
45MODG172,Gafas,
42MODG173,Gafas,
45MODG173,Gafas,
42MODG174,Gafas,
45MODG174,Gafas,
42MODG175,Gafas,
45MODG175,Gafas,
42MODG176,Gafas,
45MODG176,Gafas,
42MODG177,Gafas,
45MODG177,Gafas,
42MODG178,Gafas,
45MODG178,Gafas,
42MODG179,Gafas,
45MODG179,Gafas,
42MODG180,Gafas,
45MODG180,Gafas,
42MODG181,Gafas,
45MODG181,Gafas,
42MODG182,Gafas,
45MODG182,Gafas,
47331001,Óculos,Receituário
49893003,Óculos,Receituário
42MODG183,Gafas,
45MODG183,Gafas,
42MODG184,Gafas,
45MODG184,Gafas,
42MODG185,Gafas,
45MODG185,Gafas,
42MODG186,Gafas,
45MODG186,Gafas,
48509003,Óculos,Solar
42MODG187,Gafas,
45MODG187,Gafas,
42MODG188,Gafas,
45MODG188,Gafas,
47150003,Óculos,Receituário
48763003,Óculos,Receituário
48235005,Óculos,Receituário
42MODG189,Gafas,
49902001,Óculos,Receituário
45MODG189,Gafas,
42MODG190,Gafas,
45MODG190,Gafas,
42MODG191,Gafas,
45MODG191,Gafas,
42MODG192,Gafas,
45MODG192,Gafas,
42MODG193,Gafas,
45MODG193,Gafas,
42MODG194,Gafas,
43-02-03,Acessórios,Acessórios
45MODG194,Gafas,
42MODG195,Gafas,
45MODG195,Gafas,
42MODG196,Gafas,
45MODG196,Gafas,
343,,
42MODG197,Gafas,
45MODG197,Gafas,
42MODG198,Gafas,
2031,,
2147,,
2148,,
2149,,
2150,,
2152,,
2559,,
2563,,
45MODG198,Gafas,
2565,,
42MODG199,Gafas,
2700,,
45MODG199,Gafas,
42MODG200,Gafas,
2701,,
45MODG200,Gafas,
2702,,
2703,,
376,Miopía e Hipermetropía,Mensual
2705,,
2706,,
3323485,,
2707,,
2708,,
2711,,
2712,,
2713,,
2715,,
4630,,
2716,,
2717,,
2718,,
251,Miopía e Hipermetropía,Diario
2719,,
2720,,
2721,,
42MODG201,Gafas,
45MODG201,Gafas,
42MODG202,Gafas,
45MODG202,Gafas,
42MODG203,Gafas,
45MODG203,Gafas,
42MODG204,Gafas,
45MODG204,Gafas,
240043718-p,Óculos,Receituário
2723,,
2637,,
2638,,
2639,,
240042818-P,Óculos,Receituário
42MODG205,Gafas,
2725,,
2726,,
2727,,
2728,,
2729,,
2730,,
2731,,
2732,,
2733,,
2734,,
2735,,
2736,,
2737,,
2738,,
2739,,
2740,,
2741,,
2742,,
2744,,
2745,,
2746,,
2747,,
2748,,
2749,,
2750,,
2752,,
2753,,
2754,,
2755,,
2756,,
2757,,
2758,,
2759,,
2760,,
2762,,
2763,,
2765,,
2766,,
2767,,
2768,,
2769,,
2770,,
2771,,
2772,,
2773,,
2774,,
4308,,
459221307G-P,,
459246704G-P,,
459248102G-P,,
200022232-P,Óculos,Solar
45MODG205,Gafas,
450300618-P,Óculos,Receituário
49462000,Óculos,Solar
47648003,Óculos,Solar
48518000,Óculos,Solar
48521000,Óculos,Solar
42MODG206,Gafas,
45414006,Óculos,Solar
47580000,Óculos,Solar
47585003,Óculos,Solar
48519001,Óculos,Solar
49110004,Óculos,Solar
49111000,Óculos,Solar
49111005,Óculos,Solar
49113004,Óculos,Solar
45MODG206,Gafas,
42MODG207,Gafas,
459221307G-P,,
45MODG207,Gafas,
42MODG208,Gafas,
45MODG208,Gafas,
47421003,Óculos,Receituário
47421004,Óculos,Receituário
49977005,Óculos,Receituário
2032,,
42MODG209,Gafas,
45MODG209,Gafas,
42MODG210,Gafas,
45MODG210,Gafas,
2246,,
2247,,
2566,,
47165001,Óculos,Solar
47167008,Óculos,Solar
48010003,Óculos,Solar
49053003,Óculos,Solar
21286,,
31286,,
45099001,Óculos,Receituário
46453001,Óculos,Receituário
47337001,Óculos,Receituário
47399001,Óculos,Receituário
48154003,Óculos,Receituário
48765003,Óculos,Receituário
42MODG211,Gafas,
45MODG211,Gafas,
42MODG212,Gafas,
45MODG212,Gafas,
42MODG213,Gafas,
45MODG213,Gafas,
42MODG214,Gafas,
45MODG214,Gafas,
42MODG215,Gafas,
45MODG215,Gafas,
42MODG216,Gafas,
4002,,
266,,
2245,,
4011,,
4010,,
4009,,
4007,,
4006,,
4005,,
4004,,
4008,,
45623006,Óculos,Receituário
49603001,Óculos,Receituário
4001,,
45MODG216,Gafas,
42MODG217,Gafas,
45MODG217,Gafas,
4000,,
46566003,Óculos,Receituário
4003,,
48729002,Óculos,Receituário
48732002,Óculos,Receituário
49888005,Óculos,Receituário
47331000,Óculos,Receituário
237,,
4080740302021,,
3725100301012,,
2091,,
458301601-P,Óculos,Solar
2093,,
20934,,
2095,,
2622,,
2623,,
2624,,
4080070302021,,
3710740302021,,
3700110301012,,
4355000302202,,
2625,,
2626,,
42MODG218,Gafas,
45MODG218,Gafas,
42MODG219,Gafas,
45MODG219,Gafas,
2627,,
42MODG220,Gafas,
45MODG220,Gafas,
42MODG221,Gafas,
2628,,
2629,,
45MODG221,Gafas,
2630,,
2631,,
2633,,
2634,,
2635,,
2636,,
2104,,
2106,,
2107,,
2567,,
2568,,
2569,,
2570,,
2571,,
2572,,
2573,,
2574,,
2575,,
2576,,
2578,,
2580,,
2581,,
2582,,
2583,,
3705080301012,,
2096,,
2097,,
2586,,
2600,,
2601,,
2602,,
2098,,
2099,,
2100,,
2101,,
2102,,
2103,,
2603,,
2604,,
2109,,
2110,,
2112,,
2113,,
3702640302202,,
2114,,
2115,,
2116,,
2118,,
2120,,
2121,,
2124,,
2125,,
2126,,
2127,,
332,Astigmatismo,Anual
2128,,
2157,,
2584,,
2605,,
2606,,
2607,,
4562-300+050,Policarbonato,Anti-Reflexo
24562-200+050,Policarbonato,Anti-Reflexo
2608,,
2609,,
2610,,
2611,,
2612,,
2613,,
2614,,
2615,,
2617,,
2618,,
2619,,
2620,,
2621,,
305,,
208,,
229,,
244,,
216,,
311,,
202,,
212,,
302,,
218,,
231,,
228,,
35,,
214,,
2341,,
2244,,
21222,,
276,,
4583,,
4627,,
4630,,
4687,,
418,,
4973,,
4936,,
4935,,
4037,,
4974,,
4048,,
4932,,
4304,,
4307,,
4314,,
42MODG222,Gafas,
45MODG222,Gafas,
42MOFI102,Gafas,
45MOFI102,Gafas,
2153,,
42MOFI103,Gafas,
4669,,
4823,,
4869,,
4690,,
45MOFI103,Gafas,
4689,,
4684,,
4682,,
4032,,
4624,,
4667,,
4666,,
4683,,
2154,,
4306,,
42MOFI104,Gafas,
4526,,
4038,,
4316,,
4317,,
4628,,
4049,,
4046,,
4047,,
2764,,
4028,,
4129,,
4045,,
4034,,
2761,,
4626,,
2831,,
4691,,
4983,,
4836,,
4031,,
4027,,
4302,,
4382,,
4303,,
4036,,
4311,,
4312,,
4310,,
2704,,
2123,,
4130,,
4039,,
4041,,
45MOFI104,Gafas,
42MOFI105,Gafas,
4629,,
45MOFI105,Gafas,
42MOFI106,Gafas,
45MOFI106,Gafas,
42MOFI107,Gafas,
45MOFI107,Gafas,
42MOFI108,Gafas,
45MOFI108,Gafas,
42MOFI109,Gafas,
45MOFI109,Gafas,
42MOFI110,Gafas,
45MOFI110,Gafas,
42MOFI111,Gafas,
2105,,
2577,,
2579,,
4025,,
4024,,
2092,,
4023,,
4022,,
4021,,
4020,,
4019,,
45MOFI111,Gafas,
4018,,
42MOFI112,Gafas,
45MOFI112,Gafas,
42MOFI113,Gafas,
45MOFI113,Gafas,
42MOFI114,Gafas,
4017,,
4016,,
4015,,
4014,,
4013,,
4012,,
45MOFI114,Gafas,
2156,,
22111,,
32115,,
2117,,
2119,,
2122,,
2616,,
3050,,
307,,
4893,,
4894,,
20002,,
20003,,
20004,,
20005,,
20007,,
20008,,
20010,,
20014,,
20015,,
20016,,
20018,,
20019,,
20020,,
20021,,
20022,,
20023,,
20024,,
20025,,
20026,,
20027,,
20028,,
20029,,
42MOFI115,Gafas,
20030,,
20031,,
20032,,
20033,,
20034,,
20035,,
20036,,
20037,,
20038,,
20039,,
20040,,
20041,,
20042,,
20043,,
20044,,
20045,,
20046,,
20048,,
20049,,
20050,,
20051,,
20052,,
20053,,
20054,,
20055,,
20056,,
20057,,
20058,,
20059,,
20060,,
20061,,
20062,,
20064,,
20065,,
20066,,
20067,,
20068,,
20069,,
20070,,
20071,,
20011,,
20014-03,,
45MOFI115,Gafas,
42MOFI116,Gafas,
215SG,,
202SEMGRAU,,
45MOFI116,Gafas,
42MOFI117,Gafas,
45MOFI117,Gafas,
230014203P,Óculos,Solar
42MOFI118,Gafas,
45MOFI118,Gafas,
41656225A,,
4368GB187,,
42MOFI119,Gafas,
45MOFI119,Gafas,
42MOFI120,Gafas,
45MOFI120,Gafas,
42MOFI121,Gafas,
45MOFI121,Gafas,
42MOFI122,Gafas,
45MOFI122,Gafas,
42MOFI123,Gafas,
45MOFI123,Gafas,
42MOFI124,Gafas,
45MOFI124,Gafas,
42MOFI125,Gafas,
45MOFI125,Gafas,
42MOFI126,Gafas,
45MOFI126,Gafas,
42MOFI127,Gafas,
228CG,,
418-19,,
426-27,,
4165L6222V3P,,
2245-46,,
201P,,
201SEMGRAUP,,
45MOFI127,Gafas,
42MOFI128,Gafas,
45MOFI128,Gafas,
42MOFI129,Gafas,
45MOFI129,Gafas,
42MOFI130,Gafas,
45MOFI130,Gafas,
42MOFI131,Gafas,
45MOFI131,Gafas,
42MOFI132,Gafas,
45MOFI132,Gafas,
42MOFI133,Gafas,
45MOFI133,Gafas,
42MOFI134,Gafas,
45MOFI134,Gafas,
42MOFI135,Gafas,
45MOFI135,Gafas,
42MOFI136,Gafas,
45MOFI136,Gafas,
42MOFI137,Gafas,
45MOFI137,Gafas,
42MOFI138,Gafas,
45MOFI138,Gafas,
42MOFI139,Gafas,
45MOFI139,Gafas,
42MOFI140,Gafas,
42MOFI141,Gafas,
45MOFI141,Gafas,
42MOFI142,Gafas,
45MOFI142,Gafas,
42MOFI143,Gafas,
45MOFI143,Gafas,
42MOFI144,Gafas,
45MOFI144,Gafas,
42MOFI145,Gafas,
45MOFI145,Gafas,
42MOFI146,Gafas,
45MOFI146,Gafas,
372,,
450,,
2638SO01-02,,
2566SO01-02,,
42MOFI147,Gafas,
45MOFI147,Gafas,
42MOFI148,Gafas,
45MOFI148,Gafas,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
283,,
2564,Óculos,Solar
2709,Óculos,Solar
2710,Óculos,Solar
2743,Óculos,Solar
2930,Óculos,Solar
2111,Óculos,Receituário
4686,Óculos,Solar
4685,Óculos,Solar
4043,Óculos,Solar
4315,Óculos,Solar
2751,Óculos,Solar
4044,Óculos,Solar
22115,Óculos,Receituário
20009,Óculos,Solar
20013,Óculos,Solar
3323486,,
3323488,,
3323489,,
3323490,,
3323491,,
42MOFI149,Gafas,
3323492,,
45MOFI149,Gafas,
3323493,,
3323494,,
3323495,,
3323496,,
3323497,,
3323498,,
3323499,,
3323500,,
3323501,,
3323502,,
3323503,,
3323504,,
3323505,,
3323506,,
3323507,,
20064OS01-02,Óculos,Solar
3323508,,
3323509,,
3323510,,
3323511,,
3323512,,
3323513,,
3323514,,
3323515,,
3323516,,
3323517,,
3323518,,
3323827,,
3323828,,
3323829,,
3323830,,
3323831,,
3323832,,
3323834,,
3323835,,
3323838,,
3323839,,
3323840,,
3323842,,
3323843,,
3323844,,
3323845,,
3323846,,
42MOFI150,Gafas,
458202303-P,Óculos,Solar
458102303-P,Óculos,Solar
458101601-P,Óculos,Solar
454048701-P,Óculos,Solar
460440307-P,Óculos,Solar
460401402-P,Óculos,Solar
45MOFI150,Gafas,
461029901-P,Óculos,Solar
49888005,Óculos,Receituário
42MOFI151,Gafas,
45099001,Óculos,Receituário
46453001,Óculos,Receituário
47150003,Óculos,Receituário
47165001,Óculos,Solar
47167008,Óculos,Solar
47337001,Óculos,Receituário
250044518-p,Óculos,Receituário
45MOFI151,Gafas,
47399001,Óculos,Receituário
48010003,Óculos,Solar
48154003,Óculos,Receituário
48509003,Óculos,Solar
48763003,Óculos,Receituário
48765003,Óculos,Receituário
49053003,Óculos,Solar
42MOFI152,Gafas,
45MOFI152,Gafas,
42MOFI153,Gafas,
47580000,Óculos,Solar
47585003,Óculos,Solar
49113004,Óculos,Solar
47582001,Óculos,Solar
48519001,Óculos,Solar
49110004,Óculos,Solar
45MOFI153,Gafas,
400014203,Óculos,Solar
42MOFI154,Gafas,
45MOFI154,Gafas,
42MOFI155,Gafas,
45MOFI155,Gafas,
42MOFI156,Gafas,
45MOFI156,Gafas,
200022332,Óculos,Solar
240044104-p,Óculos,Solar
42MOFI157,Gafas,
45MOFI157,Gafas,
20004806,,
237-38,,
42MOFI158,Gafas,
461149118-P,Óculos,Receituário
458401401-P,Óculos,Solar
45MOFI158,Gafas,
42MOFI159,Gafas,
452201118-p,Óculos,Receituário
453701301-p,Óculos,Solar
285,,
284,,
451712218-p,Óculos,Receituário
45MOFI159,Gafas,
455026918-P,Óculos,Receituário
456301418-P,Óculos,Receituário
42MOFI160,Gafas,
455201718-P,Óculos,Receituário
49111000,Óculos,Solar
49111005,Óculos,Solar
201C04GL60-61,,
201CRIO128-29,,
4017SO01-02,,
48518000,Óculos,Solar
48521000,Óculos,Solar
460032303-P,Óculos,Solar
459301418-P,Óculos,Receituário
459701418-P,Óculos,Receituário
459801718-P,Óculos,Receituário
45MOFI160,Gafas,
460101418-P,Óculos,Receituário
42MOFI161,Gafas,
460900118-P,Óculos,Receituário
460900106-P,Óculos,Solar
45MOFI161,Gafas,
460801307-P,Óculos,Solar
269,,
206C11GL89-90,,
461698501-P,Óculos,Solar
210001619-P,Óculos,Solar
42MOFI162,Gafas,
45MOFI162,Gafas,
42MOFI163,Gafas,
45MOFI163,Gafas,
42MOFI164,Gafas,
45MOFI164,Gafas,
42MOFI165,Gafas,
45MOFI165,Gafas,
2581,,
2586,,
2622,,
2623,,
2624,,
2625,,
2626,,
2627,,
2628,,
2629,,
460030207-P,Óculos,Solar
450212406-P,Óculos,Solar
450213403-P,Óculos,Solar
450213418-P,Óculos,Receituário
42MOFI166,Gafas,
4025,,
45MOFI166,Gafas,
42MOFI167,Gafas,
450112218-P,Óculos,Receituário
450112406-P,Óculos,Solar
45MOFI167,Gafas,
42MOFI168,Gafas,
230007206-P,Óculos,Solar
45MOFI168,Gafas,
310001418-P,Óculos,Receituário
450212418-P,Óculos,Receituário
450212218-P,Óculos,Receituário
450012418-P,Óculos,Receituário
450012218-P,Óculos,Receituário
450010801-P,Óculos,Solar
450012406-P,Óculos,Solar
320002318-p,Óculos,Receituário
200022332-p,Óculos,Solar
240044104-p,Óculos,Solar
200101418-p,Óculos,Receituário
4024,,
2092,,
4023,,
4022,,
4021,,
4020,,
4019,,
4018,,
4017,,
4009,,
4007,,
4006,,
4005,,
451300301-p,Óculos,Solar
4004,,
4008,,
4001,,
4000,,
460100307-P,Óculos,Solar
451301703-P,Óculos,Solar
210019318-P,Óculos,Receituário
452201118-p,Óculos,Receituário
453206001-p,Óculos,Solar
453701301-p,Óculos,Solar
42MOFI169,Gafas,
451612418-p,Óculos,Receituário
451712218-p,Óculos,Receituário
451712406-p,Óculos,Solar
451712201-p,Óculos,Solar
456301418-P,Óculos,Receituário
456096601-P,Óculos,Solar
455026918-P,Óculos,Receituário
455201718-P,Óculos,Receituário
455660018-P,Óculos,Receituário
45MOFI169,Gafas,
208,,
218,,
458947818-P,Óculos,Receituário
42MOFI170,Gafas,
202,,
212,,
458547618-P,Óculos,Receituário
457801418-P,Óculos,Receituário
2031,,
2147,,
2148,,
2149,,
2150,,
2152,,
2559,,
2563,,
2565,,
2700,,
2701,,
2702,,
2703,,
2705,,
457810818-P,Óculos,Receituário
2706,,
2707,,
2708,,
2711,,
2712,,
2713,,
2715,,
2716,,
2717,,
2718,,
2719,,
2720,,
2721,,
2723,,
2724,,
2725,,
2726,,
2727,,
2728,,
2729,,
2730,,
2731,,
2732,,
2733,,
2734,,
2735,,
2736,,
2737,,
2738,,
2739,,
2740,,
2741,,
2742,,
2744,,
2745,,
2746,,
2747,,
2748,,
2749,,
2750,,
2752,,
2753,,
2754,,
2755,,
2756,,
2757,,
2758,,
2759,,
2760,,
2762,,
2763,,
2765,,
2766,,
2767,,
2768,,
2769,,
2770,,
2771,,
2772,,
2773,,
2774,,
4308,,
2109,,
2112,,
2113,,
2114,,
2115,,
2116,,
2120,,
2121,,
2125,,
2126,,
2127,,
2157,,
2584,,
2608,,
2609,,
2610,,
2611,,
2613,,
2615,,
2618,,
2619,,
45MOFI170,Gafas,
402,Tórica Multifocal,Mensual
42MOFI171,Gafas,
45MOFI171,Gafas,
459301418-P,Óculos,Receituário
42MOFI172,Gafas,
459701418-P,Óculos,Receituário
459801718-P,Óculos,Receituário
460101418-P,Óculos,Receituário
460248518-P,Óculos,Receituário
460032303-P,Óculos,Solar
458047618-P,Óculos,Receituário
406,,
2596,,
412,,
276,,
21222,,
4627,,
4687,,
4973,,
4936,,
4935,,
4037,,
4048,,
4932,,
4304,,
4307,,
4314,,
2153,,
4669,,
4823,,
4974,,
4869,,
4690,,
4682,,
4683,,
2154,,
4306,,
4032,,
4624,,
4667,,
4666,,
4526,,
4027,,
4302,,
4382,,
4303,,
4036,,
4311,,
4312,,
4310,,
2704,,
2123,,
457600107-P,Óculos,Solar
4046,,
4047,,
2764,,
4028,,
4129,,
4038,,
460900118-P,Óculos,Receituário
460949018-P,Óculos,Receituário
4130,,
460901418-P,Óculos,Receituário
460900106-P,Óculos,Solar
4039,,
4041,,
4629,,
4316,,
4317,,
460600106-P,Óculos,Solar
4628,,
460801418-P,Óculos,Receituário
460801307-P,Óculos,Solar
20064OS01-02,Óculos,Solar
4049,,
460800107-P,Óculos,Solar
460801401-P,Óculos,Solar
458302303-P,Óculos,Solar
458201401-P,Óculos,Solar
4045,,
4034,,
2761,,
4626,,
2831,,
460548718-P,Óculos,Receituário
454002018-P,Óculos,Receituário
4313,,
460333202-P,Óculos,Solar
4691,,
4983,,
4836,,
461698501-P,Óculos,Solar
461249218-P,Óculos,Receituário
2119,,
461249106-P,Óculos,Solar
459221318-P,Óculos,Receituário
2930SO01-02,,
459248118-P,Óculos,Receituário
45MOFI172,Gafas,
462252018-P,Óculos,Receituário
462252118-P,Óculos,Receituário
2930SO01-03,,
462251818-P,Óculos,Receituário
462352218-P,Óculos,Receituário
42MOFI173,Gafas,
462452418-P,Óculos,Receituário
2156,,
22111,,
32115,,
2122,,
2616,,
462452301-P,Óculos,Solar
462452402-P,Óculos,Solar
210001619-P,Óculos,Solar
462134518-P,Óculos,Receituário
462121218-P,Óculos,Receituário
2117,,
4684,,
307,,
45MOFI173,Gafas,
4893,,
42MOFI174,Gafas,
4894,,
463051907-P,Óculos,Solar
45MOFI174,Gafas,
20017,,
20002,,
20003,,
20004,,
20005,,
20007,,
20008,,
20010,,
20014,,
20015,,
20016,,
20018,,
20019,,
20020,,
20022,,
20023,,
20024,,
20025,,
20026,,
20027,,
20028,,
20029,,
20030,,
20031,,
20032,,
20033,,
20034,,
20035,,
20036,,
20037,,
20038,,
20039,,
20040,,
20041,,
20043,,
20044,,
20045,,
20046,,
20048,,
20049,,
20050,,
20051,,
20052,,
20053,,
20054,,
20055,,
20056,,
20057,,
42MOFI175,Gafas,
20058,,
20059,,
20060,,
20061,,
20062,,
20065,,
20066,,
20067,,
20068,,
20069,,
20071,,
20021,,
20042,,
20064,,
20011,,
20014-03,,
22115SO01-02,,
22115SO01-03,,
22115SO01-04,,
22115SO01-05,,
202PACK,,
426,,
202SEMGRAU,,
3507136N5513P,,
3492004623N,,
4689,,
41656225A,,
418-19,,
426-27,,
2245-46,,
201SEMGRAUP,,
201P,,
45MOFI175,Gafas,
42MOFI176,Gafas,
2638SO01-02,,
2566SO01-02,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
283,,
45MOFI176,Gafas,
49603001,Óculos,Receituário
237-38,,
44465000,Óculos,Solar
45414006,Óculos,Solar
3609474,,
3609473,,
3609472,,
3609471,,
3609470,,
3609469,,
3609468,,
3609467,,
3609466,,
46962003,Óculos,Solar
48732002,Óculos,Receituário
48729002,Óculos,Receituário
49902001,Óculos,Receituário
42MOFI177,Gafas,
45MOFI177,Gafas,
240044104-p,Óculos,Solar
42MOFI178,Gafas,
45MOFI178,Gafas,
42MOFI179,Gafas,
3010,,
300653611784,Solución,
310119021675,Solución,
310119033227,Solución,
310119040461,Solución,
310119052136,Solución,
310119052440,Solución,
47648003,Óculos,Solar
4034021000,Presbicia,
4034021100,Presbicia,
4034021200,Presbicia,
4034091000,Presbicia,
4034091100,Presbicia,
4034091200,Presbicia,
4034111000,Presbicia,
4034111100,Presbicia,
4034111200,Presbicia,
4034251000,Presbicia,
4034251100,Presbicia,
4034251200,Presbicia,
4034261000,Presbicia,
4034261100,Presbicia,
4034261200,Presbicia,
4034271000,Presbicia,
4034271100,Presbicia,
4034271200,Presbicia,
4034401000,Presbicia,
4034401100,Presbicia,
4034401200,Presbicia,
4034411000,Presbicia,
4034411100,Presbicia,
4034411200,Presbicia,
4035021000,Presbicia,
4035021100,Presbicia,
4035021200,Presbicia,
4035091000,Presbicia,
4035091100,Presbicia,
4035091200,Presbicia,
4035111000,Presbicia,
4035111100,Presbicia,
4035111200,Presbicia,
4035131000,Presbicia,
4035131100,Presbicia,
4035131200,Presbicia,
4035251000,Presbicia,
4035251100,Presbicia,
4035251200,Presbicia,
4035261000,Presbicia,
4035261100,Presbicia,
4035261200,Presbicia,
4035271000,Presbicia,
4035271100,Presbicia,
4035271200,Presbicia,
4035281000,Presbicia,
4035281100,Presbicia,
4035281200,Presbicia,
4036013200,Presbicia,
4036083200,Presbicia,
4036103200,Presbicia,
4036123200,Presbicia,
4036143200,Presbicia,
4036253200,Presbicia,
4036263200,Presbicia,
4036273200,Presbicia,
4036283200,Presbicia,
4036403200,Presbicia,
4036413200,Presbicia,
4037020100,Presbicia,
4037021000,Presbicia,
4037021100,Presbicia,
4037021200,Presbicia,
4037090100,Presbicia,
4037091000,Presbicia,
4037091100,Presbicia,
4037091200,Presbicia,
4037111000,Presbicia,
4037111100,Presbicia,
4037111200,Presbicia,
4037131000,Presbicia,
4037131100,Presbicia,
4037131200,Presbicia,
4037151000,Presbicia,
4037151100,Presbicia,
4037151200,Presbicia,
4037250100,Presbicia,
4037251000,Presbicia,
4037251100,Presbicia,
4037251200,Presbicia,
4037261000,Presbicia,
4037261100,Presbicia,
4037261200,Presbicia,
4037270100,Presbicia,
4037271000,Presbicia,
4037271100,Presbicia,
4037271200,Presbicia,
4037281000,Presbicia,
4037281100,Presbicia,
4037281200,Presbicia,
4037400100,Presbicia,
4037401000,Presbicia,
4037401100,Presbicia,
4037401200,Presbicia,
4037410100,Presbicia,
4037411000,Presbicia,
4037411100,Presbicia,
4037411200,Presbicia,
4038020100,Presbicia,
4038021000,Presbicia,
4038021100,Presbicia,
4038021200,Presbicia,
4038090100,Presbicia,
4038091000,Presbicia,
4038091100,Presbicia,
4038091200,Presbicia,
4038111000,Presbicia,
4038111100,Presbicia,
4038111200,Presbicia,
4038131000,Presbicia,
4038131100,Presbicia,
4038131200,Presbicia,
4038151000,Presbicia,
4038151100,Presbicia,
4038151200,Presbicia,
4038250100,Presbicia,
4038251000,Presbicia,
4038251100,Presbicia,
4038251200,Presbicia,
